"TDS","NO2+NO3","Ca","Mg","Na","K","Cl","SO4","F","HCO3","pH_GEN","HAR_Total","SAR","WQI","ClassLabel-No"
"2058","91","163","37","343","2","410","228","1","274","8","200","1","3816","3"
"4442","80","101","98","286","9","489","343","1","339","7","196","1","6392","3"
"4081","98","145","85","333","10","335","306","1","596","6","648","9","6653","3"
"3615","70","172","69","213","2","916","266","1","232","7","484","6","6053","4"
"2022","57","84","80","374","8","839","212","1","591","6","558","3","4835","4"
"4806","95","136","61","470","0","489","278","1","324","6","861","1","7528","2"
"4752","62","193","94","257","11","915","387","1","337","8","144","7","7168","2"
"2860","51","157","75","108","3","961","244","1","395","8","994","3","5860","2"
"3580","80","183","43","340","1","597","357","1","442","6","742","8","6380","3"
"3537","71","120","45","514","9","717","208","1","238","7","178","7","5652","3"
"4021","99","79","61","331","2","623","291","1","595","7","1071","6","7187","2"
"3931","77","109","45","323","10","491","262","1","534","6","915","5","6709","3"
"2602","81","147","36","214","0","594","234","1","427","7","839","10","5192","3"
"2246","95","184","51","293","0","281","244","1","527","7","363","5","4297","3"
"3348","94","143","43","120","1","465","224","1","296","7","1078","3","5823","3"
"3787","65","129","47","154","9","814","319","1","374","7","1111","8","6825","3"
"2805","87","157","74","271","11","347","289","1","402","7","592","10","5053","3"
"3491","58","186","44","472","2","832","207","1","403","8","939","6","6649","3"
"4562","58","127","69","263","3","865","320","1","284","8","146","1","6707","3"
"3073","96","75","41","510","3","963","267","1","595","7","802","2","6435","4"
"3157","96","81","95","255","8","256","235","1","427","6","149","3","4769","3"
"4323","90","168","81","490","6","572","214","1","337","6","963","2","7253","3"
"3162","90","79","92","112","5","838","272","1","509","8","439","7","5614","1"
"4283","85","164","67","117","9","888","216","1","497","6","717","9","7059","1"
"2144","45","120","78","17","10","658","252","1","219","7","655","6","4212","1"
"2019","52","163","65","130","11","262","205","1","489","7","209","5","3618","1"
"3354","65","171","54","67","11","720","324","1","356","6","661","7","5797","3"
"3550","71","110","83","463","8","667","303","1","532","7","849","1","6645","2"
"3259","57","188","61","76","9","918","383","1","438","7","750","10","6157","4"
"2368","83","139","92","364","8","923","222","1","559","8","329","5","5101","1"
"4771","77","111","80","335","6","285","231","1","289","6","682","2","6876","3"
"2798","86","152","83","113","7","796","332","1","502","8","203","8","5089","3"
"3671","57","103","77","404","11","649","331","1","419","8","1140","6","6877","1"
"3307","83","96","42","75","0","384","203","1","285","6","903","3","5388","3"
"2057","62","166","53","293","10","315","238","1","345","7","479","9","4035","2"
"4715","76","90","35","163","5","918","353","1","298","6","1121","10","7791","1"
"2153","67","182","74","390","2","452","284","1","475","8","373","10","4471","4"
"2918","69","130","73","217","4","333","261","1","506","6","1065","6","5589","2"
"4926","57","104","53","445","10","343","355","1","282","7","446","4","7033","3"
"4928","68","133","61","184","1","595","301","1","464","7","102","2","6847","2"
"4672","74","178","48","375","7","924","320","1","598","7","90","9","7303","2"
"4468","63","115","78","353","5","848","319","1","296","8","708","2","7264","1"
"2389","100","175","66","98","10","281","341","1","507","7","405","2","4382","2"
"4551","68","157","30","135","3","793","211","1","551","7","84","2","6593","4"
"4614","97","163","43","351","4","567","209","1","240","6","834","8","7137","1"
"2325","78","176","64","134","1","352","331","1","487","6","931","7","4893","4"
"2646","62","112","42","478","3","969","324","1","514","7","680","8","5846","3"
"4070","62","122","71","466","6","830","278","1","473","7","602","10","6998","3"
"2697","68","75","99","102","1","622","251","1","323","7","538","8","4792","1"
"3970","69","85","51","487","7","975","257","1","295","8","895","7","7107","3"
"2106","63","121","87","229","3","598","353","1","491","7","983","5","5047","3"
"3889","83","162","100","14","2","998","355","1","541","8","248","1","6402","3"
"3011","100","130","58","421","2","668","382","1","537","7","500","5","5822","3"
"3118","98","86","80","510","2","473","333","1","452","7","107","10","5277","2"
"2334","70","98","33","229","10","749","202","1","528","6","171","5","4436","3"
"4957","70","75","86","4","11","629","220","1","590","8","925","2","7578","3"
"4302","93","99","59","252","4","562","381","1","353","6","637","9","6758","3"
"3460","62","145","57","439","0","304","384","1","254","8","740","5","5859","2"
"3345","70","104","30","62","5","896","357","1","326","8","1082","8","6294","1"
"4050","48","92","100","201","6","266","258","1","517","8","521","4","6072","2"
"2341","47","168","51","221","0","259","252","1","499","6","313","3","4161","3"
"3762","86","158","69","183","10","779","239","1","364","6","422","9","6088","1"
"4406","63","102","73","436","7","903","388","1","279","7","534","10","7209","2"
"2599","88","175","87","145","0","384","239","1","463","6","299","4","4490","1"
"4162","94","126","89","218","10","735","228","1","584","6","947","3","7203","4"
"4214","80","153","57","418","2","368","221","1","381","8","604","4","6511","3"
"2446","83","116","89","479","3","818","252","1","332","8","859","2","5488","4"
"2335","63","122","65","453","5","854","369","1","260","7","940","2","5476","2"
"2414","86","130","90","153","3","425","319","1","473","6","552","8","4660","4"
"4784","56","197","89","353","1","962","332","1","510","6","442","8","7741","2"
"4474","70","180","42","425","5","742","245","1","354","7","778","8","7331","2"
"2634","97","184","60","322","9","720","309","1","466","6","287","2","5097","1"
"2372","94","163","45","455","1","975","208","1","296","6","924","2","5542","3"
"3327","56","123","60","174","2","323","262","1","237","8","374","9","4956","3"
"2374","53","125","64","130","11","921","358","1","541","8","273","2","4861","2"
"3809","97","165","34","436","0","628","295","1","553","6","672","2","6698","4"
"2326","68","189","70","403","1","753","229","1","524","7","823","1","5395","2"
"4859","88","196","33","348","4","600","219","1","523","7","775","5","7658","3"
"2372","80","193","83","235","8","584","317","1","242","6","369","4","4494","3"
"4959","56","94","42","505","0","527","332","1","508","8","172","5","7209","2"
"2933","58","102","59","407","7","674","278","1","569","7","167","9","5271","1"
"3129","81","169","56","80","4","704","329","1","422","6","483","9","5473","2"
"3412","57","180","73","402","4","279","260","1","231","6","708","4","5617","4"
"2225","67","129","45","88","7","989","306","1","437","6","975","3","5278","4"
"3097","71","171","57","512","4","456","266","1","589","6","744","6","5980","4"
"2742","80","116","37","17","4","503","223","1","318","8","729","9","4787","3"
"2810","87","129","64","490","3","627","267","1","521","6","163","3","5171","3"
"4626","93","119","93","40","1","550","307","1","250","8","640","2","6730","4"
"3167","72","102","79","341","3","418","380","1","429","8","710","10","5720","3"
"3219","79","102","95","86","6","837","321","1","444","8","986","8","6192","4"
"3359","96","172","57","266","7","615","284","1","527","8","42","8","5442","1"
"3130","90","156","88","28","8","423","252","1","414","7","346","6","4949","2"
"3142","65","179","75","267","0","396","273","1","454","8","532","6","5398","3"
"4656","58","190","66","305","3","326","325","1","516","6","900","10","7362","3"
"4608","71","85","32","392","0","386","215","1","400","8","1142","8","7348","3"
"3133","53","138","78","16","6","712","343","1","230","7","879","10","5606","3"
"3330","87","141","33","478","11","579","384","1","286","7","992","3","6332","2"
"2504","94","113","41","23","4","887","204","1","471","7","1074","10","5433","1"
"2831","45","198","33","99","8","539","266","1","540","6","651","3","5220","2"
"3505","54","156","76","404","1","413","237","1","290","7","938","10","6092","1"
"4765","64","166","80","316","1","379","395","1","593","7","154","10","6931","2"
"3547","84","131","31","58","7","517","324","1","452","7","905","7","6071","4"
"4465","58","108","68","16","3","667","306","1","523","6","239","6","6466","1"
"4229","46","183","81","317","4","524","288","1","275","7","563","10","6528","3"
"2435","58","132","35","131","5","372","369","1","294","8","474","8","4322","4"
"3320","54","161","87","222","4","257","375","1","428","6","1001","10","5926","1"
"4766","54","198","95","52","3","559","213","1","210","6","411","6","6574","3"
"4688","66","156","49","348","3","896","298","1","244","8","859","1","7617","1"
"2059","90","148","53","227","10","619","210","1","574","6","173","3","4173","3"
"4816","62","160","74","471","8","831","255","1","353","6","954","8","7999","3"
"4932","72","187","66","74","9","956","294","1","283","6","155","4","7039","1"
"2711","48","184","58","140","6","853","344","1","454","8","592","6","5405","3"
"3000","87","199","89","27","11","670","270","1","274","7","426","4","5065","3"
"4351","59","99","41","138","0","973","391","1","421","7","817","4","7302","3"
"2135","47","130","46","33","8","399","219","1","391","6","111","6","3532","3"
"2868","59","175","91","331","9","302","296","1","370","6","313","7","4828","2"
"3495","51","170","70","467","8","450","212","1","384","7","132","2","5449","3"
"2892","79","92","66","474","0","720","396","1","527","8","1076","7","6338","3"
"2520","72","158","68","286","3","657","264","1","288","7","412","8","4744","2"
"4538","56","167","71","112","11","956","234","1","230","6","954","10","7346","3"
"4527","62","157","64","117","3","607","329","1","445","6","838","5","7161","3"
"3880","91","83","54","244","8","315","253","1","378","8","816","4","6135","2"
"4674","49","160","81","461","11","288","279","1","214","7","1023","10","7258","3"
"3277","83","124","42","327","9","699","252","1","374","7","888","7","6090","4"
"4152","52","146","85","484","6","748","206","1","526","8","193","8","6615","3"
"4500","66","149","68","361","8","357","367","1","584","8","1029","1","7499","3"
"4750","86","96","70","30","4","895","396","1","403","8","631","10","7380","3"
"3762","83","171","66","2","4","398","255","1","374","6","711","8","5841","4"
"2778","58","102","43","524","1","753","264","1","367","8","880","8","5787","4"
"3177","55","190","80","16","2","960","368","1","589","8","863","7","6316","3"
"2513","64","123","80","516","4","296","347","1","291","7","1116","6","5364","4"
"4035","84","103","85","257","4","814","227","1","586","6","990","2","7194","4"
"3817","82","87","69","58","11","931","235","1","299","6","342","3","5941","3"
"2982","91","112","63","10","6","908","367","1","276","6","264","6","5092","4"
"3954","57","128","58","512","10","900","281","1","226","7","764","5","6903","3"
"3207","66","132","42","428","10","391","292","1","462","8","782","4","5825","3"
"4955","97","142","66","241","1","964","324","1","531","6","464","9","7801","3"
"3744","55","151","95","234","10","785","214","1","383","6","75","3","5756","4"
"2528","68","199","82","34","3","537","352","1","243","6","440","3","4496","3"
"2378","56","177","76","41","5","439","250","1","333","8","819","3","4586","2"
"4369","53","135","55","353","9","750","227","1","483","8","49","4","6496","1"
"3892","71","187","43","446","4","506","390","1","552","7","861","8","6968","4"
"4040","70","103","84","427","7","478","275","1","395","8","158","10","6056","3"
"2710","93","186","85","29","4","616","304","1","310","6","1055","6","5405","3"
"2538","67","94","54","403","5","746","201","1","386","7","285","5","4792","3"
"2161","85","87","42","232","1","517","310","1","280","8","813","4","4541","1"
"4064","74","113","100","441","4","309","300","1","353","7","238","9","6013","3"
"3154","64","153","73","415","1","772","390","1","293","8","168","10","5502","2"
"2756","96","83","49","209","8","441","301","1","371","8","290","2","4615","2"
"3086","87","190","64","138","4","586","340","1","300","7","530","7","5340","3"
"4032","46","188","88","494","6","771","294","1","202","6","890","6","7024","3"
"3466","90","75","100","17","5","576","294","1","530","8","818","5","5985","3"
"4135","46","109","40","370","9","860","399","1","384","8","1036","8","7405","1"
"2711","45","110","54","524","7","483","308","1","415","8","358","5","5029","1"
"3593","68","187","97","147","2","863","384","1","227","7","606","9","6191","4"
"4585","75","135","35","241","9","705","317","1","411","8","412","9","6943","3"
"4959","68","100","53","426","10","591","374","1","276","7","355","8","7228","4"
"2106","48","145","61","366","10","677","371","1","565","6","1080","9","5445","3"
"3811","70","164","80","410","2","404","281","1","332","6","119","7","5687","2"
"2577","49","81","43","94","8","871","247","1","331","8","380","3","4693","2"
"3476","53","124","65","68","2","788","341","1","542","6","449","7","5922","3"
"4844","99","90","59","417","9","913","375","1","598","8","502","6","7921","3"
"4727","83","169","86","72","3","408","207","1","272","6","369","9","6412","3"
"2547","45","102","54","257","5","632","213","1","266","6","560","3","4691","3"
"2716","92","127","53","250","1","924","210","1","268","8","1032","6","5688","4"
"4093","52","150","89","424","9","367","376","1","398","8","195","7","6169","4"
"3316","76","197","49","268","6","589","209","1","218","6","248","9","5192","4"
"3501","60","168","48","330","4","541","383","1","457","8","481","7","5989","3"
"4240","91","192","75","433","1","740","347","1","374","8","771","5","7278","3"
"4202","95","107","77","100","1","726","381","1","256","7","993","7","6953","2"
"4125","51","81","42","337","4","784","368","1","534","7","510","3","6847","2"
"3262","97","171","92","218","8","822","271","1","337","7","736","7","6029","2"
"2720","75","163","30","402","6","697","277","1","237","8","223","6","4845","3"
"4852","46","88","76","369","4","579","268","1","463","7","144","1","6898","1"
"3291","52","109","95","287","4","658","310","1","216","7","268","8","5306","2"
"3037","64","88","87","178","6","432","370","1","353","6","328","9","4959","2"
"3845","69","155","60","433","5","706","249","1","326","6","43","6","5904","4"
"2963","71","105","75","193","5","716","250","1","489","6","611","2","5487","3"
"3914","52","162","86","167","9","645","395","1","550","8","968","3","6960","2"
"4061","66","94","83","467","9","947","348","1","407","6","584","9","7082","4"
"4122","66","181","58","259","6","699","255","1","467","6","435","8","6563","1"
"2987","56","175","42","411","10","390","214","1","369","8","728","6","5397","4"
"2151","97","140","89","233","11","337","292","1","319","7","258","10","3945","2"
"4812","60","177","93","63","1","576","232","1","565","7","1021","4","7612","3"
"4638","88","197","31","7","8","400","238","1","341","6","166","8","6129","3"
"4220","76","83","54","101","6","833","230","1","247","8","435","9","6303","1"
"3069","49","119","81","169","7","378","283","1","344","7","145","4","4656","3"
"4112","90","155","66","153","3","965","246","1","509","8","615","8","6931","3"
"2275","85","143","90","164","10","708","203","1","482","8","369","4","4542","3"
"4464","76","116","30","152","5","937","350","1","289","6","692","4","7122","3"
"4685","45","89","52","356","7","568","316","1","233","7","412","5","6776","2"
"4760","70","95","93","311","10","445","285","1","415","7","71","8","6571","2"
"2948","54","115","48","427","8","284","335","1","200","8","359","9","4796","2"
"2253","87","96","39","345","11","480","223","1","591","6","874","8","5014","1"
"2018","88","163","58","122","11","975","309","1","447","8","831","3","5034","4"
"2100","97","122","45","470","6","913","254","1","481","6","935","5","5435","4"
"4552","99","193","92","287","5","919","391","1","234","8","285","8","7074","2"
"3405","71","118","45","369","3","557","229","1","338","8","894","1","6039","2"
"2262","80","132","69","14","1","921","273","1","370","7","88","10","4228","3"
"3861","51","158","99","398","11","539","273","1","582","8","651","5","6637","2"
"2893","61","75","60","104","8","394","221","1","348","7","566","5","4743","1"
"2170","84","183","62","134","7","778","231","1","579","8","972","2","5211","3"
"4689","75","94","49","16","10","418","251","1","429","6","786","5","6829","3"
"3635","82","145","33","185","4","659","229","1","269","8","750","8","6008","4"
"3814","88","94","73","227","3","458","345","1","202","8","1066","5","6384","4"
"4021","95","128","71","123","6","356","228","1","401","8","643","8","6089","3"
"2691","97","178","47","143","8","973","255","1","438","7","896","5","5739","1"
"4178","65","125","59","397","4","950","359","1","287","7","203","1","6636","2"
"2670","84","101","44","77","9","931","344","1","208","8","334","3","4814","4"
"2549","55","171","42","351","3","491","201","1","589","7","57","3","4520","3"
"2548","53","107","42","375","0","928","211","1","394","8","621","9","5297","3"
"4111","75","145","57","468","10","277","391","1","306","8","599","3","6451","3"
"3118","50","182","44","379","6","789","301","1","597","7","1115","3","6592","3"
"3031","61","88","40","134","6","945","326","1","296","7","512","7","5454","2"
"3718","91","128","78","194","10","916","304","1","265","6","679","1","6391","4"
"4509","63","103","43","474","9","851","396","1","354","8","964","10","7785","4"
"4071","57","132","91","66","0","724","310","1","236","7","898","5","6598","4"
"3693","61","101","56","392","6","843","281","1","410","6","789","10","6649","3"
"2991","95","186","30","27","7","793","369","1","497","6","94","4","5100","3"
"3654","73","161","47","355","6","814","354","1","416","7","732","9","6629","3"
"3163","95","80","63","91","11","789","321","1","318","7","383","1","5323","1"
"3327","48","144","96","441","6","715","226","1","365","8","312","6","5695","3"
"2887","48","188","41","129","0","409","321","1","378","6","454","3","4865","3"
"2858","45","172","99","418","3","388","353","1","402","8","1147","6","5900","4"
"3105","99","145","45","408","7","353","308","1","227","7","311","4","5020","2"
"4986","55","184","81","482","5","783","233","1","382","7","124","5","7328","2"
"3463","50","176","94","412","7","488","231","1","378","6","478","8","5792","2"
"4665","69","128","72","142","6","917","200","1","547","6","295","3","7051","3"
"3511","45","160","69","466","4","580","202","1","389","8","1013","5","6453","3"
"3015","92","94","75","348","2","814","268","1","480","7","1136","7","6339","2"
"4091","97","82","33","25","3","915","345","1","477","7","593","1","6670","3"
"3964","57","81","32","10","9","924","326","1","343","8","332","1","6088","3"
"3903","59","112","70","239","7","956","255","1","291","8","479","4","6384","2"
"2293","63","145","68","154","0","313","289","1","570","7","903","1","4807","4"
"4120","63","75","56","340","4","962","275","1","376","8","780","1","7061","2"
"4830","63","152","52","265","6","658","285","1","553","7","1055","9","7936","3"
"4969","90","139","89","449","11","354","347","1","438","7","950","5","7849","2"
"4861","68","163","99","319","6","704","241","1","446","7","1106","9","8030","1"
"3259","95","110","53","280","8","615","240","1","321","6","367","1","5356","3"
"4281","56","107","60","102","11","575","267","1","541","8","42","8","6059","3"
"2243","77","155","79","25","0","393","374","1","232","6","426","3","4014","3"
"2697","96","99","78","433","11","712","220","1","495","7","713","1","5563","2"
"2532","50","183","87","29","3","657","340","1","386","6","433","10","4717","3"
"4782","96","88","57","432","8","712","259","1","363","8","565","8","7379","3"
"3944","53","128","58","149","1","882","308","1","429","6","308","1","6268","4"
"2862","62","91","83","431","9","328","318","1","531","7","651","7","5381","1"
"4371","58","100","39","412","6","985","280","1","505","8","922","10","7697","3"
"4884","95","117","46","391","8","501","304","1","429","6","1111","4","7897","1"
"3049","78","118","98","110","9","643","381","1","597","6","898","1","5989","3"
"2728","87","117","58","300","5","343","311","1","224","6","896","2","5078","1"
"3439","94","89","74","31","6","762","344","1","236","7","1119","5","6207","1"
"2586","48","107","85","332","7","432","210","1","303","6","972","9","5098","2"
"4251","61","111","68","200","4","750","387","1","462","7","1077","3","7382","4"
"2226","96","149","61","498","7","297","211","1","586","6","1016","10","5164","3"
"2848","47","135","88","116","7","649","237","1","308","7","464","5","4912","1"
"3715","85","169","93","510","2","351","287","1","409","7","326","2","5957","4"
"2817","52","113","55","113","9","565","257","1","436","6","590","2","5016","4"
"2193","94","118","43","449","7","589","385","1","578","8","378","3","4846","3"
"2965","81","170","32","505","0","977","374","1","421","6","122","2","5656","4"
"2817","52","154","46","467","11","310","213","1","442","8","233","2","4756","2"
"2146","45","170","79","145","2","509","229","1","397","7","1030","2","4762","2"
"2128","68","168","54","144","9","421","357","1","545","8","598","5","4506","4"
"3232","87","184","73","514","1","603","292","1","350","7","665","3","6012","4"
"2922","84","167","66","216","5","469","296","1","255","6","1147","3","5637","3"
"3616","83","90","46","501","4","453","255","1","588","8","255","5","5905","3"
"4698","57","160","73","255","2","581","375","1","584","7","723","10","7526","3"
"4675","96","109","90","341","8","326","334","1","247","6","718","5","6956","2"
"3340","83","98","57","384","2","770","384","1","543","8","610","2","6282","3"
"4468","89","147","64","496","7","571","301","1","398","8","1013","3","7566","2"
"2585","94","192","36","197","3","474","388","1","558","8","754","8","5298","2"
"3916","70","130","31","452","0","821","316","1","344","8","712","3","6804","1"
"4933","100","158","65","69","9","835","375","1","564","7","725","5","7846","2"
"3799","80","179","71","39","3","308","225","1","416","8","938","3","6070","4"
"2867","53","130","72","432","1","611","234","1","471","6","756","4","5638","4"
"4338","92","114","78","2","2","943","362","1","220","7","1061","7","7227","3"
"2582","46","167","72","414","7","614","212","1","568","6","1042","9","5740","1"
"3215","92","144","35","476","6","770","291","1","552","8","319","2","5911","3"
"4252","96","198","92","340","5","251","253","1","439","6","68","3","6004","4"
"4757","100","175","62","435","0","877","259","1","556","7","944","1","8174","3"
"2080","53","133","53","377","9","905","273","1","388","8","582","1","4863","2"
"2436","82","122","58","382","9","811","345","1","273","7","976","8","5510","2"
"3090","56","142","47","139","4","802","236","1","475","6","1013","5","6016","1"
"2075","86","173","81","191","11","267","257","1","271","6","988","6","4413","4"
"4542","80","138","62","205","3","519","317","1","523","6","1148","6","7550","4"
"2156","94","119","81","496","1","702","272","1","401","7","1110","4","5444","1"
"4023","66","110","44","275","5","346","361","1","378","8","1026","4","6647","4"
"2135","81","87","94","204","6","909","252","1","592","6","753","6","5126","3"
"3358","51","90","55","237","11","777","386","1","593","6","85","2","5652","3"
"3907","75","108","74","505","6","850","274","1","321","8","607","9","6745","4"
"2777","48","175","89","25","0","294","378","1","264","8","270","5","4334","1"
"4983","51","176","53","103","6","362","222","1","393","7","737","2","7096","4"
"3126","96","194","79","155","1","517","243","1","340","8","884","6","5650","2"
"3574","92","172","88","503","5","670","268","1","449","6","813","4","6645","1"
"4483","68","113","59","273","11","430","205","1","586","7","995","5","7236","2"
"2568","64","92","38","177","6","313","391","1","483","8","806","7","4954","2"
"2196","67","120","92","330","4","703","238","1","426","6","882","1","5066","3"
"3930","96","145","74","221","7","398","213","1","335","7","461","2","5890","3"
"2691","83","149","43","121","10","669","252","1","308","7","1008","7","5349","3"
"4688","72","104","47","36","7","932","317","1","313","6","128","6","6657","4"
"3342","49","79","66","67","6","630","354","1","478","7","639","7","5725","3"
"2437","57","77","65","468","10","251","302","1","478","7","1032","3","5188","3"
"4430","51","119","31","95","7","774","350","1","237","7","186","5","6293","3"
"4783","76","181","75","215","10","498","387","1","200","6","277","2","6711","2"
"3753","95","87","51","51","1","858","320","1","390","7","785","7","6406","1"
"4120","71","142","42","177","6","441","390","1","429","6","713","8","6546","3"
"3374","73","187","60","56","5","764","302","1","555","7","791","2","6177","1"
"3693","100","174","34","464","6","721","232","1","600","6","388","1","6420","3"
"4854","65","80","75","134","11","326","329","1","492","6","739","10","7122","3"
"4655","66","128","66","38","2","794","264","1","404","8","194","6","6626","2"
"2508","99","102","46","315","4","368","234","1","520","8","168","8","4381","4"
"4929","91","93","75","75","11","857","288","1","328","7","588","9","7352","2"
"3708","77","151","44","295","10","981","223","1","528","6","945","2","6971","4"
"4418","83","100","65","161","9","525","245","1","285","6","959","6","6863","3"
"2521","72","133","38","211","1","804","247","1","465","6","938","4","5441","3"
"2158","53","163","62","309","3","641","363","1","507","7","531","3","4801","2"
"2029","100","75","71","512","1","635","324","1","567","8","833","4","5160","3"
"2923","81","129","75","348","10","723","328","1","392","6","107","5","5128","3"
"2149","66","139","45","509","1","681","332","1","395","7","998","7","5330","3"
"2054","95","187","52","284","8","683","273","1","564","6","307","8","4522","2"
"3850","53","126","35","333","4","590","265","1","218","6","698","6","6185","3"
"4097","82","159","54","110","0","772","387","1","296","7","1076","8","7049","1"
"3527","61","88","53","507","5","999","342","1","352","7","563","5","6510","4"
"2221","82","177","82","351","8","836","256","1","567","7","974","2","5564","3"
"2943","98","81","49","398","5","658","322","1","583","7","210","6","5361","3"
"3621","57","144","30","178","7","888","290","1","440","8","975","9","6648","3"
"3564","95","143","77","187","2","299","329","1","529","6","1059","7","6298","2"
"3601","80","85","82","346","7","469","386","1","585","8","1112","10","6772","2"
"4501","78","106","55","71","11","869","272","1","269","7","108","2","6350","4"
"2192","68","154","37","122","2","849","342","1","330","7","350","5","4459","3"
"4434","58","121","45","2","3","822","212","1","317","7","980","3","7005","1"
"4939","68","85","87","268","9","431","328","1","367","8","983","4","7578","3"
"4509","63","143","71","161","7","895","344","1","420","6","857","1","7478","4"
"2992","95","181","85","256","5","662","341","1","519","8","212","5","5362","4"
"2610","67","164","85","526","7","525","271","1","318","7","1027","4","5612","4"
"3253","71","167","96","333","4","600","204","1","495","6","217","10","5457","1"
"3997","72","198","75","80","4","298","313","1","461","8","873","6","6386","4"
"2107","54","102","48","76","4","921","323","1","350","7","1032","4","5029","2"
"4889","56","136","73","368","3","999","300","1","548","6","561","1","7941","3"
"3002","63","132","53","451","3","847","222","1","597","8","931","7","6317","3"
"3262","99","89","94","476","4","540","262","1","338","6","89","4","5264","1"
"2059","62","182","55","425","2","417","368","1","351","8","421","2","4353","2"
"4850","94","83","31","253","9","986","372","1","552","6","86","4","7327","2"
"3397","97","160","77","5","7","972","384","1","257","8","790","1","6156","4"
"3006","63","160","41","431","1","855","396","1","595","7","223","9","5788","3"
"2001","90","105","88","363","9","585","306","1","483","8","251","10","4300","2"
"4531","95","79","36","248","11","320","389","1","215","6","237","1","6169","3"
"2139","89","134","74","75","5","657","271","1","365","7","497","6","4320","3"
"2163","78","154","78","253","3","824","364","1","414","8","586","1","4927","3"
"2480","61","138","35","415","7","963","396","1","233","7","376","6","5118","2"
"4224","75","101","52","361","9","765","223","1","410","7","912","10","7150","4"
"4003","56","119","98","184","10","273","233","1","530","6","801","8","6322","3"
"2186","69","96","81","474","2","706","378","1","277","6","315","1","4592","3"
"4884","76","184","72","465","2","752","357","1","564","7","597","4","7965","3"
"2936","88","179","42","213","4","908","374","1","350","6","1108","1","6210","4"
"2572","46","199","79","367","1","456","232","1","310","8","320","5","4596","3"
"2103","50","105","56","308","8","803","393","1","368","6","981","3","5185","3"
"3027","72","148","91","285","0","816","350","1","549","8","815","8","6170","2"
"3232","61","193","45","100","5","354","328","1","509","7","345","7","5187","2"
"3947","56","83","79","161","1","250","233","1","285","6","52","3","5157","2"
"4682","71","166","33","525","8","461","400","1","241","7","261","3","6859","2"
"4534","66","108","44","42","7","674","223","1","404","6","511","6","6626","2"
"2256","93","134","53","472","7","851","254","1","438","6","661","5","5231","3"
"2753","99","114","58","429","4","629","293","1","375","7","553","4","5319","1"
"2788","83","158","33","125","0","857","400","1","575","7","427","8","5462","4"
"3563","66","173","46","205","2","862","254","1","385","6","726","4","6293","2"
"2173","99","150","92","147","8","359","328","1","229","7","1041","9","4643","3"
"2159","98","184","54","288","6","711","304","1","305","6","553","9","4678","2"
"3631","49","173","65","218","6","832","339","1","470","8","404","9","6205","4"
"2434","54","145","78","321","0","477","331","1","564","7","585","7","5004","3"
"4072","68","101","65","208","11","863","316","1","310","8","341","8","6372","4"
"2553","71","182","63","357","0","619","364","1","454","6","491","10","5171","1"
"3355","62","118","75","433","4","755","313","1","285","8","528","10","5947","4"
"4226","77","173","79","148","7","622","341","1","598","6","790","2","7070","1"
"2685","75","85","52","499","7","390","252","1","495","7","1054","5","5607","3"
"4623","77","168","52","435","6","984","310","1","209","7","649","2","7523","3"
"4803","89","114","34","275","1","409","221","1","361","7","717","10","7042","4"
"3918","83","76","96","91","6","625","314","1","343","7","830","6","6396","2"
"3059","87","88","51","444","7","766","244","1","558","6","710","9","6030","1"
"3175","76","115","95","228","1","626","222","1","599","7","209","10","5364","3"
"4894","74","189","76","177","9","497","322","1","336","6","671","10","7262","2"
"4392","53","128","50","491","11","264","282","1","472","6","339","8","6497","4"
"2472","84","188","57","165","6","917","242","1","313","7","171","1","4624","4"
"2856","75","162","98","458","4","1000","218","1","298","8","1090","8","6276","3"
"2513","62","196","79","182","5","904","200","1","533","8","684","10","5377","4"
"3397","74","110","56","510","8","836","390","1","467","6","449","10","6314","3"
"3373","69","140","34","478","4","374","343","1","339","6","729","1","5891","4"
"2532","98","100","70","223","6","348","267","1","236","7","232","6","4126","2"
"3247","69","186","38","486","11","326","223","1","341","6","148","1","5083","2"
"4210","77","151","79","513","4","602","228","1","283","6","162","9","6325","1"
"2367","59","92","40","306","5","756","318","1","229","7","1112","4","5296","2"
"4598","96","113","65","358","4","297","346","1","235","8","622","8","6751","3"
"2511","66","117","32","360","11","979","353","1","347","7","893","5","5682","3"
"3995","96","193","70","354","8","535","208","1","550","7","840","7","6864","4"
"2387","63","170","87","148","10","636","349","1","470","7","1070","1","5399","3"
"3649","85","153","100","265","5","901","279","1","335","7","511","5","6296","3"
"4293","85","131","34","466","1","854","219","1","354","8","44","5","6495","3"
"4485","68","93","52","276","3","740","367","1","228","6","627","10","6956","4"
"3452","70","119","45","62","5","453","398","1","525","7","662","3","5802","2"
"3723","65","167","88","61","1","273","376","1","358","7","846","9","5975","4"
"2438","73","134","56","202","8","647","280","1","314","6","1097","8","5264","4"
"3652","67","177","74","93","10","785","305","1","353","8","796","6","6327","1"
"2950","53","187","32","301","6","721","321","1","299","6","994","6","5877","3"
"4831","71","178","41","87","6","263","273","1","488","7","562","5","6813","2"
"3351","93","115","60","91","0","929","260","1","324","8","688","8","5928","3"
"3057","52","133","84","516","2","513","200","1","572","7","271","5","5413","2"
"4048","51","170","45","418","6","397","308","1","371","7","75","2","5899","3"
"2342","55","83","30","59","8","876","341","1","341","6","859","7","5008","1"
"3805","77","143","44","58","11","663","316","1","529","8","1115","7","6777","2"
